2026-08-28 00:00:01 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@15ddb571, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2534e203, org.springframework.security.web.context.SecurityContextHolderFilter@26952841, org.springframework.security.web.header.HeaderWriterFilter@3f40998d, org.springframework.web.filter.CorsFilter@75ed5c27, org.springframework.security.web.authentication.logout.LogoutFilter@6dfba445, com.myfinance.security.JwtAuthFilter@6fcc4b51, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5a9845fe, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@612f23d1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@716f63cc, org.springframework.security.web.session.SessionManagementFilter@2b037eb, org.springframework.security.web.access.ExceptionTranslationFilter@4d7630f5, org.springframework.security.web.access.intercept.AuthorizationFilter@6dfd3f61]
2026-08-28 08:44:57 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:44:58 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:44:58 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:45:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3bbe9295, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@384bb436, org.springframework.security.web.context.SecurityContextHolderFilter@460d0108, org.springframework.security.web.header.HeaderWriterFilter@617c3769, org.springframework.web.filter.CorsFilter@4df867c8, org.springframework.security.web.authentication.logout.LogoutFilter@710e5f13, com.myfinance.provisioning.ProvisioningTokenFilter@e1f135c, com.myfinance.security.JwtAuthFilter@483d4782, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5dde1d0a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5d19bea7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4b49225a, org.springframework.security.web.session.SessionManagementFilter@1e2393b1, org.springframework.security.web.access.ExceptionTranslationFilter@5e68b40f, org.springframework.security.web.access.intercept.AuthorizationFilter@4ce94bd6]
2026-08-28 08:45:00 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:45:00 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:45:00 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:45:00 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:45:00 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:45:00 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:45:00 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:45:00 [main] INFO  c.m.c.WorkExperienceControllerTest - Started WorkExperienceControllerTest in 2.829 seconds (process running for 57.736)
2026-08-28 08:45:00 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:45:00 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown initiated...
2026-08-28 08:45:00 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown completed.
2026-08-28 08:47:23 [main] INFO  c.myfinance.security.JwtServiceTest - Starting JwtServiceTest using Java 17.0.20 with PID 29499 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:47:23 [main] DEBUG c.myfinance.security.JwtServiceTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:47:23 [main] INFO  c.myfinance.security.JwtServiceTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:47:24 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:47:24 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 181 ms. Found 35 JPA repository interfaces.
2026-08-28 08:47:26 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:47:26 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-08-28 08:47:26 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:47:26 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:47:26 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-28 08:47:27 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:47:27 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-28 08:47:27 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:47:29 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:47:29 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:47:31 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-28 08:47:36 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@73c65fd1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@18a00991, org.springframework.security.web.context.SecurityContextHolderFilter@4f8c2b81, org.springframework.security.web.header.HeaderWriterFilter@194775da, org.springframework.web.filter.CorsFilter@6f388f1c, org.springframework.security.web.authentication.logout.LogoutFilter@3fc755ff, com.myfinance.provisioning.ProvisioningTokenFilter@245c0664, com.myfinance.security.JwtAuthFilter@31aab023, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@55b1156b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1e8fd0b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8b71391, org.springframework.security.web.session.SessionManagementFilter@7884c3b4, org.springframework.security.web.access.ExceptionTranslationFilter@4b367665, org.springframework.security.web.access.intercept.AuthorizationFilter@34f862e3]
2026-08-28 08:47:37 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:47:37 [main] INFO  c.myfinance.security.JwtServiceTest - Started JwtServiceTest in 15.319 seconds (process running for 22.604)
2026-08-28 08:47:37 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:47:38 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:47:39 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-08-28 08:47:39 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-08-28 08:47:40 [main] DEBUG c.myfinance.security.JwtAuthFilter - JWT authentication failed: malformed
2026-08-28 08:47:40 [main] DEBUG c.myfinance.security.JwtAuthFilter - Invalid JWT token for user=mugu
2026-08-28 08:47:40 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.provisioning.ProvisioningControllerTest]: ProvisioningControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:47:40 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.provisioning.ProvisioningControllerTest
2026-08-28 08:47:40 [main] INFO  c.m.p.ProvisioningControllerTest - Starting ProvisioningControllerTest using Java 17.0.20 with PID 29499 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:47:40 [main] DEBUG c.m.p.ProvisioningControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:47:40 [main] INFO  c.m.p.ProvisioningControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:47:40 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:47:41 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 97 ms. Found 35 JPA repository interfaces.
2026-08-28 08:47:41 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:47:41 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:47:41 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:47:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2026-08-28 08:47:41 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection conn10: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:47:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2026-08-28 08:47:41 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:47:43 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:47:43 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:47:50 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@631d0ea4, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@bcf516d, org.springframework.security.web.context.SecurityContextHolderFilter@34dec477, org.springframework.security.web.header.HeaderWriterFilter@192bb981, org.springframework.web.filter.CorsFilter@74b7e6a7, org.springframework.security.web.authentication.logout.LogoutFilter@6bb06153, com.myfinance.provisioning.ProvisioningTokenFilter@6d62c2b1, com.myfinance.security.JwtAuthFilter@24fc28b1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@132fdfa8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@570c9bfd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d1be485, org.springframework.security.web.session.SessionManagementFilter@6d3279fc, org.springframework.security.web.access.ExceptionTranslationFilter@76ca239f, org.springframework.security.web.access.intercept.AuthorizationFilter@356f914d]
2026-08-28 08:47:51 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:47:51 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:47:51 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:47:51 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:47:51 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:47:51 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:47:51 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms
2026-08-28 08:47:51 [main] INFO  c.m.p.ProvisioningControllerTest - Started ProvisioningControllerTest in 11.459 seconds (process running for 36.675)
2026-08-28 08:47:51 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:47:51 [main] WARN  c.m.p.ProvisioningTokenFilter - Rejected provisioning request with missing/invalid token from 127.0.0.1
2026-08-28 08:47:52 [main] INFO  c.m.provisioning.ProvisioningService - Provisioned new finance user id=2 username=saas-customer for email(hash)=e90f7a48
2026-08-28 08:47:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/users → 201 (389ms)
2026-08-28 08:47:52 [main] INFO  c.m.provisioning.ProvisioningService - Provisioning idempotent hit: existing user id=2 for email(hash)=e90f7a48
2026-08-28 08:47:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/users → 200 (17ms)
2026-08-28 08:47:52 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] GET /api/internal/provisioning/users → 404 (28ms)
2026-08-28 08:47:52 [main] WARN  c.m.config.GlobalExceptionHandler - Validation failed: 1 field error(s)
2026-08-28 08:47:52 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/users → 400 (38ms)
2026-08-28 08:47:52 [main] INFO  c.m.provisioning.ProvisioningService - Provisioned new finance user id=3 username=saas-customer for email(hash)=e90f7a48
2026-08-28 08:47:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/users → 201 (106ms)
2026-08-28 08:47:52 [main] INFO  c.m.provisioning.ProvisioningService - Updated access for user id=3 active=false for email(hash)=e90f7a48
2026-08-28 08:47:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/status → 200 (49ms)
2026-08-28 08:47:53 [main] INFO  c.m.provisioning.ProvisioningService - Provisioned new finance user id=4 username=saas-customer for email(hash)=e90f7a48
2026-08-28 08:47:53 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/internal/provisioning/users → 201 (108ms)
2026-08-28 08:47:53 [main] WARN  c.m.p.ProvisioningTokenFilter - Rejected provisioning request with missing/invalid token from 127.0.0.1
2026-08-28 08:47:53 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:47:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2026-08-28 08:47:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
2026-08-28 08:47:53 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.HomeLoanControllerTest]: HomeLoanControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:47:53 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.HomeLoanControllerTest
2026-08-28 08:47:53 [main] INFO  c.m.c.HomeLoanControllerTest - Starting HomeLoanControllerTest using Java 17.0.20 with PID 29499 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:47:53 [main] DEBUG c.m.c.HomeLoanControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:47:53 [main] INFO  c.m.c.HomeLoanControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:47:53 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:47:54 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 123 ms. Found 35 JPA repository interfaces.
2026-08-28 08:47:54 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:47:54 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:47:54 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:47:54 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
2026-08-28 08:47:54 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-3 - Added connection conn20: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:47:54 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
2026-08-28 08:47:54 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:47:55 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:47:55 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:47:56 [main] INFO  c.myfinance.security.JwtServiceTest - Starting JwtServiceTest using Java 17.0.20 with PID 29654 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:47:56 [main] DEBUG c.myfinance.security.JwtServiceTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:47:56 [main] INFO  c.myfinance.security.JwtServiceTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:47:58 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:47:58 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 207 ms. Found 35 JPA repository interfaces.
2026-08-28 08:47:59 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:48:00 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-08-28 08:48:00 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:48:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@223ceddc, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7d1d7399, org.springframework.security.web.context.SecurityContextHolderFilter@1de916ff, org.springframework.security.web.header.HeaderWriterFilter@28a03481, org.springframework.web.filter.CorsFilter@339d85aa, org.springframework.security.web.authentication.logout.LogoutFilter@355d5466, com.myfinance.provisioning.ProvisioningTokenFilter@6900bd9f, com.myfinance.security.JwtAuthFilter@2e7b6c9b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@b09141e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@22a42dc2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@31515bd1, org.springframework.security.web.session.SessionManagementFilter@7b8b10a, org.springframework.security.web.access.ExceptionTranslationFilter@4b8bafab, org.springframework.security.web.access.intercept.AuthorizationFilter@75fee61e]
2026-08-28 08:48:00 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:48:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-28 08:48:00 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:48:01 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:48:01 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:48:01 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:48:01 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:48:01 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:48:01 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms
2026-08-28 08:48:01 [main] INFO  c.m.c.HomeLoanControllerTest - Started HomeLoanControllerTest in 7.769 seconds (process running for 46.009)
2026-08-28 08:48:01 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:48:01 [main] INFO  c.m.controller.HomeLoanController - Soft-deleting home loan id=1
2026-08-28 08:48:01 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/home-loans/1 → 204 (35ms)
2026-08-28 08:48:01 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/home-loans → 200 (18ms)
2026-08-28 08:48:01 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:48:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-28 08:48:01 [main] INFO  c.m.controller.HomeLoanController - Updating home loan id=2
2026-08-28 08:48:01 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:48:01 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/home-loans/2 → 200 (40ms)
2026-08-28 08:48:01 [main] INFO  c.m.controller.HomeLoanController - Creating home loan: property=Condo Woodlands
2026-08-28 08:48:01 [main] INFO  c.m.controller.HomeLoanController - Created home loan id=3
2026-08-28 08:48:01 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/home-loans → 201 (18ms)
2026-08-28 08:48:01 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/home-loans → 200 (7ms)
2026-08-28 08:48:01 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:48:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown initiated...
2026-08-28 08:48:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown completed.
2026-08-28 08:48:01 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.BankSavingsControllerTest]: BankSavingsControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:48:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.BankSavingsControllerTest
2026-08-28 08:48:01 [main] INFO  c.m.c.BankSavingsControllerTest - Starting BankSavingsControllerTest using Java 17.0.20 with PID 29499 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:48:01 [main] DEBUG c.m.c.BankSavingsControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:48:01 [main] INFO  c.m.c.BankSavingsControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:48:01 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:48:01 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 56 ms. Found 35 JPA repository interfaces.
2026-08-28 08:48:02 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:48:02 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:48:02 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:48:02 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
2026-08-28 08:48:02 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-4 - Added connection conn30: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:48:02 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Start completed.
2026-08-28 08:48:02 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:48:02 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:48:02 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:48:04 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:48:04 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:48:05 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-28 08:48:06 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3d51a6ec, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@784df32f, org.springframework.security.web.context.SecurityContextHolderFilter@406c5786, org.springframework.security.web.header.HeaderWriterFilter@3112041b, org.springframework.web.filter.CorsFilter@6f2fc7c1, org.springframework.security.web.authentication.logout.LogoutFilter@71069be2, com.myfinance.provisioning.ProvisioningTokenFilter@775675af, com.myfinance.security.JwtAuthFilter@6f0316db, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@39bff76c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@18ac0e9c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@19035a9, org.springframework.security.web.session.SessionManagementFilter@61d558cc, org.springframework.security.web.access.ExceptionTranslationFilter@3479aa65, org.springframework.security.web.access.intercept.AuthorizationFilter@4f6436a3]
2026-08-28 08:48:06 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:48:06 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:48:06 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:48:06 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:48:06 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:48:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:48:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:48:06 [main] INFO  c.m.c.BankSavingsControllerTest - Started BankSavingsControllerTest in 5.087 seconds (process running for 51.6)
